species,genus,family,species.relative,genus.relative,avail.country.status,avail.country.status.SRgreaterthan1,rgbif.details_scientificName02,rgbif.details_canonicalName,rgbif.details_authorship,rgbif.details_family,rgbif.details_genus,TPL_family,TPL_genus,TPL_status,TPL_names,TPL_names.withAuthors,TPL_tip.label,rgbif.tip.label,class
Cascabela thevetia,Cascabela,Apocynaceae,,,yes,yes,Cascabela thevetia (L.) Lippold,Cascabela thevetia,(L.) Lippold,Apocynaceae,Cascabela,Apocynaceae,Cascabela,Accepted,Cascabela thevetia,Cascabela thevetia (L.) Lippold,Cascabela_thevetia,Cascabela_thevetia,Angiosperms
Casuarina equisetifolia,Casuarina,Casuarinaceae,,,yes,yes,Casuarina equisetifolia L.,Casuarina equisetifolia,L.,Casuarinaceae,Casuarina,Casuarinaceae,Casuarina,Accepted,Casuarina equisetifolia,Casuarina equisetifolia L.,Casuarina_equisetifolia,Casuarina_equisetifolia,Angiosperms
Celosia argentea,Celosia,Amaranthaceae,,,yes,yes,Celosia argentea L.,Celosia argentea,L.,Amaranthaceae,Celosia,Amaranthaceae,Celosia,Accepted,Celosia argentea,Celosia argentea L.,Celosia_argentea,Celosia_argentea,Angiosperms
Cenchrus pedicellatus,Cenchrus,Poaceae,,,yes,yes,Cenchrus pedicellatus (Trin.) Morrone,Cenchrus pedicellatus,(Trin.) Morrone,Poaceae,Cenchrus,Poaceae,Cenchrus,Unresolved,Cenchrus pedicellatus,Cenchrus pedicellatus (Trin.) Morrone,Cenchrus_pedicellatus,Cenchrus_pedicellatus,Angiosperms
Cenchrus purpureus,Cenchrus,Poaceae,,,yes,yes,Cenchrus purpureus (Schumach.) Morrone,Cenchrus purpureus,(Schumach.) Morrone,Poaceae,Cenchrus,Poaceae,Cenchrus,Unresolved,Cenchrus purpureus,Cenchrus purpureus (Schumach.) Morrone,Cenchrus_purpureus,Cenchrus_purpureus,Angiosperms
Cenchrus setosus,Cenchrus,Poaceae,Pennisetum polystachion,Pennisetum,yes,yes,Cenchrus setosus Sw.,Cenchrus setosus,Sw.,Poaceae,Cenchrus,Poaceae,Pennisetum,Accepted,Pennisetum polystachion,Pennisetum polystachion (L.) Schult.,Pennisetum_polystachion,Cenchrus_setosus,Angiosperms
Centratherum punctatum,Centratherum,Asteraceae,,,yes,yes,Centratherum punctatum Cass.,Centratherum punctatum,Cass.,Asteraceae,Centratherum,Compositae,Centratherum,Accepted,Centratherum punctatum,Centratherum punctatum Cass.,Centratherum_punctatum,Centratherum_punctatum,Angiosperms
Centrosema molle,Centrosema,Fabaceae,,,yes,yes,Centrosema molle Mart. ex Benth.,Centrosema molle,Mart. ex Benth.,Fabaceae,Centrosema,Leguminosae,Centrosema,Accepted,Centrosema molle,Centrosema molle Benth.,Centrosema_molle,Centrosema_molle,Angiosperms
Cestrum aurantiacum,Cestrum,Solanaceae,,,yes,yes,Cestrum aurantiacum Lindl.,Cestrum aurantiacum,Lindl.,Solanaceae,Cestrum,Solanaceae,Cestrum,Accepted,Cestrum aurantiacum,Cestrum aurantiacum Lindl.,Cestrum_aurantiacum,Cestrum_aurantiacum,Angiosperms
Chamaecrista rotundifolia,Chamaecrista,Fabaceae,,,yes,yes,Chamaecrista rotundifolia (Pers.) Greene,Chamaecrista rotundifolia,(Pers.) Greene,Fabaceae,Chamaecrista,Leguminosae,Chamaecrista,Accepted,Chamaecrista rotundifolia,Chamaecrista rotundifolia (Pers.) Greene,Chamaecrista_rotundifolia,Chamaecrista_rotundifolia,Angiosperms
Chenopodium album,Chenopodium,Amaranthaceae,,,yes,yes,Chenopodium album L.,Chenopodium album,L.,Amaranthaceae,Chenopodium,Amaranthaceae,Chenopodium,Accepted,Chenopodium album,Chenopodium album L.,Chenopodium_album,Chenopodium_album,Angiosperms
Chloris barbata,Chloris,Poaceae,,,yes,yes,Chloris barbata Sw.,Chloris barbata,Sw.,Poaceae,Chloris,Poaceae,Chloris,Accepted,Chloris barbata,Chloris barbata Sw.,Chloris_barbata,Chloris_barbata,Angiosperms
Cinnamomum camphora,Cinnamomum,Lauraceae,,,yes,yes,Cinnamomum camphora (L.) J.Presl,Cinnamomum camphora,(L.) J.Presl,Lauraceae,Cinnamomum,Lauraceae,Cinnamomum,Accepted,Cinnamomum camphora,Cinnamomum camphora (L.) J.Presl,Cinnamomum_camphora,Cinnamomum_camphora,Angiosperms
Cirsium arvense,Cirsium,Asteraceae,,,yes,yes,Cirsium arvense (L.) Scop.,Cirsium arvense,(L.) Scop.,Asteraceae,Cirsium,Compositae,Cirsium,Accepted,Cirsium arvense,Cirsium arvense (L.) Scop.,Cirsium_arvense,Cirsium_arvense,Angiosperms
Cissampelos pareira,Cissampelos,Menispermaceae,,,yes,yes,Cissampelos pareira L.,Cissampelos pareira,L.,Menispermaceae,Cissampelos,Menispermaceae,Cissampelos,Accepted,Cissampelos pareira,Cissampelos pareira L.,Cissampelos_pareira,Cissampelos_pareira,Angiosperms
Citharexylum spinosum,Citharexylum,Verbenaceae,,,yes,yes,Citharexylum spinosum L.,Citharexylum spinosum,L.,Verbenaceae,Citharexylum,Verbenaceae,Citharexylum,Accepted,Citharexylum spinosum,Citharexylum spinosum L.,Citharexylum_spinosum,Citharexylum_spinosum,Angiosperms
Combretum indicum,Combretum,Combretaceae,,,yes,yes,Combretum indicum (L.) Jongkind,Combretum indicum,(L.) Jongkind,Combretaceae,Combretum,Combretaceae,Combretum,Accepted,Combretum indicum,Combretum indicum (L.) DeFilipps,Combretum_indicum,Combretum_indicum,Angiosperms
Corchorus aestuans,Corchorus,Malvaceae,,,yes,yes,Corchorus aestuans L.,Corchorus aestuans,L.,Malvaceae,Corchorus,Malvaceae,Corchorus,Accepted,Corchorus aestuans,Corchorus aestuans L.,Corchorus_aestuans,Corchorus_aestuans,Angiosperms
Corchorus fascicularis,Corchorus,Malvaceae,,,yes,yes,Corchorus fascicularis Lam.,Corchorus fascicularis,Lam.,Malvaceae,Corchorus,Malvaceae,Corchorus,Accepted,Corchorus fascicularis,Corchorus fascicularis Lam.,Corchorus_fascicularis,Corchorus_fascicularis,Angiosperms
Corchorus tridens,Corchorus,Malvaceae,,,yes,yes,Corchorus tridens L.,Corchorus tridens,L.,Malvaceae,Corchorus,Malvaceae,Corchorus,Accepted,Corchorus tridens,Corchorus tridens L.,Corchorus_tridens,Corchorus_tridens,Angiosperms
Corchorus trilocularis,Corchorus,Malvaceae,,,yes,yes,Corchorus trilocularis L.,Corchorus trilocularis,L.,Malvaceae,Corchorus,Malvaceae,Corchorus,Accepted,Corchorus trilocularis,Corchorus trilocularis L.,Corchorus_trilocularis,Corchorus_trilocularis,Angiosperms
Cotula australis,Cotula,Asteraceae,,,yes,yes,Cotula australis (Sieber ex Spreng.) Hook.fil.,Cotula australis,(Sieber ex Spreng.) Hook.fil.,Asteraceae,Cotula,Compositae,Cotula,Accepted,Cotula australis,Cotula australis (Sieber ex Spreng.) Hook.f.,Cotula_australis,Cotula_australis,Angiosperms
Crotalaria pallida,Crotalaria,Fabaceae,,,yes,yes,Crotalaria pallida Aiton,Crotalaria pallida,Aiton,Fabaceae,Crotalaria,Leguminosae,Crotalaria,Accepted,Crotalaria pallida,Crotalaria pallida Aiton,Crotalaria_pallida,Crotalaria_pallida,Angiosperms
Croton hirtus,Croton,Euphorbiaceae,,,yes,yes,Croton hirtus L'H<a8><a6>r.,Croton hirtus,L'H<a8><a6>r.,Euphorbiaceae,Croton,Euphorbiaceae,Croton,Accepted,Croton hirtus,Croton hirtus L'Hér.,Croton_hirtus,Croton_hirtus,Angiosperms
Cryptostegia grandiflora,Cryptostegia,Apocynaceae,,,yes,yes,Cryptostegia grandiflora (Roxb.) R.Br.,Cryptostegia grandiflora,(Roxb.) R.Br.,Apocynaceae,Cryptostegia,Apocynaceae,Cryptostegia,Accepted,Cryptostegia grandiflora,Cryptostegia grandiflora Roxb. ex R.Br.,Cryptostegia_grandiflora,Cryptostegia_grandiflora,Angiosperms
Cuscuta chinensis,Cuscuta,Convolvulaceae,,,yes,yes,Cuscuta chinensis Lam.,Cuscuta chinensis,Lam.,Convolvulaceae,Cuscuta,Convolvulaceae,Cuscuta,Accepted,Cuscuta chinensis,Cuscuta chinensis Lam.,Cuscuta_chinensis,Cuscuta_chinensis,Angiosperms
Cylindropuntia ramosissima,Cylindropuntia,Cactaceae,,,yes,yes,Cylindropuntia ramosissima (Engelm.) F.M.Knuth,Cylindropuntia ramosissima,(Engelm.) F.M.Knuth,Cactaceae,Cylindropuntia,Cactaceae,Cylindropuntia,Accepted,Cylindropuntia ramosissima,Cylindropuntia ramosissima (Engelm.) F.M.Knuth,Cylindropuntia_ramosissima,Cylindropuntia_ramosissima,Angiosperms
Cyperus difformis,Cyperus,Cyperaceae,,,yes,yes,Cyperus difformis L.,Cyperus difformis,L.,Cyperaceae,Cyperus,Cyperaceae,Cyperus,Accepted,Cyperus difformis,Cyperus difformis L.,Cyperus_difformis,Cyperus_difformis,Angiosperms
Cytisus scoparius,Cytisus,Fabaceae,,,yes,yes,Cytisus scoparius (L.) Link,Cytisus scoparius,(L.) Link,Fabaceae,Cytisus,Leguminosae,Cytisus,Accepted,Cytisus scoparius,Cytisus scoparius (L.) Link,Cytisus_scoparius,Cytisus_scoparius,Angiosperms
Datura ferox,Datura,Solanaceae,,,yes,yes,Datura ferox L.,Datura ferox,L.,Solanaceae,Datura,Solanaceae,Datura,Accepted,Datura ferox,Datura ferox L.,Datura_ferox,Datura_ferox,Angiosperms
Datura innoxia,Datura,Solanaceae,,,yes,yes,Datura innoxia Mill.,Datura innoxia,Mill.,Solanaceae,Datura,Solanaceae,Datura,Accepted,Datura innoxia,Datura innoxia Mill.,Datura_innoxia,Datura_innoxia,Angiosperms
Decalobanthus peltatus,Decalobanthus,Convolvulaceae,,,yes,yes,Decalobanthus peltatus (L.) A.R.Sim?es & Staples,Decalobanthus peltatus,(L.) A.R.Sim?es & Staples,Convolvulaceae,Decalobanthus,NA,NA,NA,Decalobanthus peltatus,Decalobanthus peltatus,Decalobanthus_peltatus,Decalobanthus_peltatus,Angiosperms
Desmanthus virgatus,Desmanthus,Fabaceae,,,yes,yes,Desmanthus virgatus (L.) Willd.,Desmanthus virgatus,(L.) Willd.,Fabaceae,Desmanthus,Leguminosae,Desmanthus,Accepted,Desmanthus virgatus,Desmanthus virgatus (L.) Willd.,Desmanthus_virgatus,Desmanthus_virgatus,Angiosperms
Dicoma tomentosa,Dicoma,Asteraceae,,,yes,yes,Dicoma tomentosa Cass.,Dicoma tomentosa,Cass.,Asteraceae,Dicoma,Compositae,Dicoma,Accepted,Dicoma tomentosa,Dicoma tomentosa Cass.,Dicoma_tomentosa,Dicoma_tomentosa,Angiosperms
Digera muricata,Digera,Amaranthaceae,,,yes,yes,Digera muricata (L.) Mart.,Digera muricata,(L.) Mart.,Amaranthaceae,Digera,Amaranthaceae,Digera,Accepted,Digera muricata,Digera muricata (L.) Mart.,Digera_muricata,Digera_muricata,Angiosperms
Dinebra retroflexa,Dinebra,Poaceae,,,yes,yes,Dinebra retroflexa (Vahl) Panz.,Dinebra retroflexa,(Vahl) Panz.,Poaceae,Dinebra,Poaceae,Dinebra,Accepted,Dinebra retroflexa,Dinebra retroflexa (Vahl) Panz.,Dinebra_retroflexa,Dinebra_retroflexa,Angiosperms
Distimake aegyptius,Distimake,Convolvulaceae,,,yes,yes,Distimake aegyptius (L.) A.R.Sim?es & Staples,Distimake aegyptius,(L.) A.R.Sim?es & Staples,Convolvulaceae,Distimake,NA,NA,NA,Distimake aegyptius,Distimake aegyptius,Distimake_aegyptius,Distimake_aegyptius,Angiosperms
Echinochloa colonum,Echinochloa,Poaceae,Echinochloa colona,,yes,yes,Echinochloa colonum (L.) Link,Echinochloa colonum,(L.) Link,Poaceae,Echinochloa,Poaceae,Echinochloa,Accepted,Echinochloa colona,Echinochloa colona (L.) Link,Echinochloa_colona,Echinochloa_colonum,Angiosperms
Emilia sonchifolia,Emilia,Asteraceae,,,yes,yes,Emilia sonchifolia (L.) DC. ex Wight,Emilia sonchifolia,(L.) DC. ex Wight,Asteraceae,Emilia,Compositae,Emilia,Accepted,Emilia sonchifolia,Emilia sonchifolia (L.) DC. ex DC.,Emilia_sonchifolia,Emilia_sonchifolia,Angiosperms
Eragrostis pilosa,Eragrostis,Poaceae,,,yes,yes,Eragrostis pilosa (L.) P.Beauv.,Eragrostis pilosa,(L.) P.Beauv.,Poaceae,Eragrostis,Poaceae,Eragrostis,Accepted,Eragrostis pilosa,Eragrostis pilosa (L.) P.Beauv.,Eragrostis_pilosa,Eragrostis_pilosa,Angiosperms
Erigeron bonariensis,Erigeron,Asteraceae,,,yes,yes,Erigeron bonariensis L.,Erigeron bonariensis,L.,Asteraceae,Erigeron,Compositae,Erigeron,Accepted,Erigeron bonariensis,Erigeron bonariensis L.,Erigeron_bonariensis,Erigeron_bonariensis,Angiosperms
Erigeron karvinskianus,Erigeron,Asteraceae,,,yes,yes,Erigeron karvinskianus DC.,Erigeron karvinskianus,DC.,Asteraceae,Erigeron,Compositae,Erigeron,Unresolved,Erigeron karvinskianus,Erigeron karvinskianus DC.,Erigeron_karvinskianus,Erigeron_karvinskianus,Angiosperms
Eugenia uniflora,Eugenia,Myrtaceae,,,yes,yes,Eugenia uniflora L.,Eugenia uniflora,L.,Myrtaceae,Eugenia,Myrtaceae,Eugenia,Accepted,Eugenia uniflora,Eugenia uniflora L.,Eugenia_uniflora,Eugenia_uniflora,Angiosperms
Euphorbia hyssopifolia,Euphorbia,Euphorbiaceae,,,yes,yes,Euphorbia hyssopifolia L.,Euphorbia hyssopifolia,L.,Euphorbiaceae,Euphorbia,Euphorbiaceae,Euphorbia,Accepted,Euphorbia hyssopifolia,Euphorbia hyssopifolia L.,Euphorbia_hyssopifolia,Euphorbia_hyssopifolia,Angiosperms
Euphorbia umbellata,Euphorbia,Euphorbiaceae,,,yes,yes,Euphorbia umbellata (Pax) Bruyns,Euphorbia umbellata,(Pax) Bruyns,Euphorbiaceae,Euphorbia,Euphorbiaceae,Euphorbia,Accepted,Euphorbia umbellata,Euphorbia umbellata (Pax) Bruyns,Euphorbia_umbellata,Euphorbia_umbellata,Angiosperms
Flaveria trinervia,Flaveria,Asteraceae,,,yes,yes,Flaveria trinervia (Spreng.) C.Mohr,Flaveria trinervia,(Spreng.) C.Mohr,Asteraceae,Flaveria,Compositae,Flaveria,Accepted,Flaveria trinervia,Flaveria trinervia (Spreng.) C.Mohr,Flaveria_trinervia,Flaveria_trinervia,Angiosperms
Gamochaeta coarctata,Gamochaeta,Asteraceae,Gnaphalium coarctatum,Gnaphalium,yes,yes,Gamochaeta coarctata (Willd.) Kergu<a8><a6>len,Gamochaeta coarctata,(Willd.) Kergu<a8><a6>len,Asteraceae,Gamochaeta,Compositae,Gnaphalium,Accepted,Gnaphalium coarctatum,Gnaphalium coarctatum Willd.,Gnaphalium_coarctatum,Gamochaeta_coarctata,Angiosperms
Gamochaeta pensylvanica,Gamochaeta,Asteraceae,Gnaphalium pensylvanicum,Gnaphalium,yes,yes,Gamochaeta pensylvanica (Willd.) Cabrera,Gamochaeta pensylvanica,(Willd.) Cabrera,Asteraceae,Gamochaeta,Compositae,Gnaphalium,Accepted,Gnaphalium pensylvanicum,Gnaphalium pensylvanicum Willd.,Gnaphalium_pensylvanicum,Gamochaeta_pensylvanica,Angiosperms
Gamochaeta purpurea,Gamochaeta,Asteraceae,Gnaphalium purpureum,Gnaphalium,yes,yes,Gamochaeta purpurea (L.) Cabrera,Gamochaeta purpurea,(L.) Cabrera,Asteraceae,Gamochaeta,Compositae,Gnaphalium,Accepted,Gnaphalium purpureum,Gnaphalium purpureum L.,Gnaphalium_purpureum,Gamochaeta_purpurea,Angiosperms
Gnaphalium polycaulon,Gnaphalium,Asteraceae,,,yes,yes,Gnaphalium polycaulon Pers.,Gnaphalium polycaulon,Pers.,Asteraceae,Gnaphalium,Compositae,Gnaphalium,Accepted,Gnaphalium polycaulon,Gnaphalium polycaulon Pers.,Gnaphalium_polycaulon,Gnaphalium_polycaulon,Angiosperms
Gomphrena serrata,Gomphrena,Amaranthaceae,,,yes,yes,Gomphrena serrata L.,Gomphrena serrata,L.,Amaranthaceae,Gomphrena,Amaranthaceae,Gomphrena,Accepted,Gomphrena serrata,Gomphrena serrata L.,Gomphrena_serrata,Gomphrena_serrata,Angiosperms
Goniocaulon indicum,Goniocaulon,Asteraceae,,,yes,yes,Goniocaulon indicum (Klein ex Willd.) C.B.Clarke,Goniocaulon indicum,(Klein ex Willd.) C.B.Clarke,Asteraceae,Goniocaulon,Compositae,Goniocaulon,Accepted,Goniocaulon indicum,Goniocaulon indicum (Klein ex Willd.) Benth ex C.B.Clarke,Goniocaulon_indicum,Goniocaulon_indicum,Angiosperms
Gymnocoronis spilanthoides,Gymnocoronis,Asteraceae,,,yes,yes,Gymnocoronis spilanthoides DC.,Gymnocoronis spilanthoides,DC.,Asteraceae,Gymnocoronis,Compositae,Gymnocoronis,Accepted,Gymnocoronis spilanthoides,Gymnocoronis spilanthoides (D.Don ex Hook. & Arn.) DC.,Gymnocoronis_spilanthoides,Gymnocoronis_spilanthoides,Angiosperms
Heliconia psittacorum,Heliconia,Heliconiaceae,,,yes,yes,Heliconia psittacorum L.f.,Heliconia psittacorum,L.f.,Heliconiaceae,Heliconia,Heliconiaceae,Heliconia,Accepted,Heliconia psittacorum,Heliconia psittacorum L.f.,Heliconia_psittacorum,Heliconia_psittacorum,Angiosperms
Heliotropium indicum,Heliotropium,Heliotropiaceae,,,yes,yes,Heliotropium indicum L.,Heliotropium indicum,L.,Heliotropiaceae,Heliotropium,Boraginaceae,Heliotropium,Accepted,Heliotropium indicum,Heliotropium indicum L.,Heliotropium_indicum,Heliotropium_indicum,Angiosperms
Hypoestes phyllostachya,Hypoestes,Acanthaceae,,,yes,yes,Hypoestes phyllostachya Baker,Hypoestes phyllostachya,Baker,Acanthaceae,Hypoestes,Acanthaceae,Hypoestes,Accepted,Hypoestes phyllostachya,Hypoestes phyllostachya Baker,Hypoestes_phyllostachya,Hypoestes_phyllostachya,Angiosperms
Indigofera linnaei,Indigofera,Fabaceae,,,yes,yes,Indigofera linnaei Ali,Indigofera linnaei,Ali,Fabaceae,Indigofera,Leguminosae,Indigofera,Accepted,Indigofera linnaei,Indigofera linnaei Ali,Indigofera_linnaei,Indigofera_linnaei,Angiosperms
Indigofera spicata,Indigofera,Fabaceae,,,yes,yes,Indigofera spicata Forssk.,Indigofera spicata,Forssk.,Fabaceae,Indigofera,Leguminosae,Indigofera,Accepted,Indigofera spicata,Indigofera spicata Forssk.,Indigofera_spicata,Indigofera_spicata,Angiosperms
Ipomoea eriocarpa,Ipomoea,Convolvulaceae,,,yes,yes,Ipomoea eriocarpa R.Br.,Ipomoea eriocarpa,R.Br.,Convolvulaceae,Ipomoea,Convolvulaceae,Ipomoea,Accepted,Ipomoea eriocarpa,Ipomoea eriocarpa R. Br.,Ipomoea_eriocarpa,Ipomoea_eriocarpa,Angiosperms
Ipomoea hederifolia,Ipomoea,Convolvulaceae,,,yes,yes,Ipomoea hederifolia L.,Ipomoea hederifolia,L.,Convolvulaceae,Ipomoea,Convolvulaceae,Ipomoea,Accepted,Ipomoea hederifolia,Ipomoea hederifolia L.,Ipomoea_hederifolia,Ipomoea_hederifolia,Angiosperms
Ipomoea indica,Ipomoea,Convolvulaceae,,,yes,yes,Ipomoea indica (Burm.) Merr.,Ipomoea indica,(Burm.) Merr.,Convolvulaceae,Ipomoea,Convolvulaceae,Ipomoea,Accepted,Ipomoea indica,Ipomoea indica (Burm.) Merr.,Ipomoea_indica,Ipomoea_indica,Angiosperms
Ipomoea quamoclit,Ipomoea,Convolvulaceae,,,yes,yes,Ipomoea quamoclit L.,Ipomoea quamoclit,L.,Convolvulaceae,Ipomoea,Convolvulaceae,Ipomoea,Accepted,Ipomoea quamoclit,Ipomoea quamoclit L.,Ipomoea_quamoclit,Ipomoea_quamoclit,Angiosperms
Jatropha gossypiifolia,Jatropha,Euphorbiaceae,,,yes,yes,Jatropha gossypiifolia L.,Jatropha gossypiifolia,L.,Euphorbiaceae,Jatropha,Euphorbiaceae,Jatropha,Accepted,Jatropha gossypiifolia,Jatropha gossypiifolia L.,Jatropha_gossypiifolia,Jatropha_gossypiifolia,Angiosperms
Kalanchoe pinnata,Kalanchoe,Crassulaceae,Bryophyllum pinnatum,Bryophyllum,yes,yes,Kalanchoe pinnata (Lam.) Pers.,Kalanchoe pinnata,(Lam.) Pers.,Crassulaceae,Kalanchoe,Crassulaceae,Bryophyllum,Accepted,Bryophyllum pinnatum,Bryophyllum pinnatum (Lam.) Oken,Bryophyllum_pinnatum,Kalanchoe_pinnata,Angiosperms
Lagascea mollis,Lagascea,Asteraceae,,,yes,yes,Lagascea mollis Cav.,Lagascea mollis,Cav.,Asteraceae,Lagascea,Compositae,Lagascea,Accepted,Lagascea mollis,Lagascea mollis Cav.,Lagascea_mollis,Lagascea_mollis,Angiosperms
Leonotis nepetifolia,Leonotis,Lamiaceae,,,yes,yes,Leonotis nepetifolia (L.) R.Br.,Leonotis nepetifolia,(L.) R.Br.,Lamiaceae,Leonotis,Lamiaceae,Leonotis,Accepted,Leonotis nepetifolia,Leonotis nepetifolia (L.) R.Br.,Leonotis_nepetifolia,Leonotis_nepetifolia,Angiosperms
Lippia alba,Lippia,Verbenaceae,,,yes,yes,Lippia alba (Mill.) N.E.Br. ex Britton & P.Wilson,Lippia alba,(Mill.) N.E.Br. ex Britton & P.Wilson,Verbenaceae,Lippia,Verbenaceae,Lippia,Accepted,Lippia alba,Lippia alba (Mill.) N.E.Br. ex Britton & P.Wilson,Lippia_alba,Lippia_alba,Angiosperms
Ludwigia peruviana,Ludwigia,Onagraceae,,,yes,yes,Ludwigia peruviana (L.) Hara,Ludwigia peruviana,(L.) Hara,Onagraceae,Ludwigia,Onagraceae,Ludwigia,Accepted,Ludwigia peruviana,Ludwigia peruviana (L.) H.Hara,Ludwigia_peruviana,Ludwigia_peruviana,Angiosperms
Lysiloma latisiliquum,Lysiloma,Fabaceae,,,yes,yes,Lysiloma latisiliquum (L.) Benth.,Lysiloma latisiliquum,(L.) Benth.,Fabaceae,Lysiloma,Leguminosae,Lysiloma,Accepted,Lysiloma latisiliquum,Lysiloma latisiliquum (L.) Benth.,Lysiloma_latisiliquum,Lysiloma_latisiliquum,Angiosperms
Macroptilium atropurpureum,Macroptilium,Fabaceae,,,yes,yes,Macroptilium atropurpureum (DC.) Urb.,Macroptilium atropurpureum,(DC.) Urb.,Fabaceae,Macroptilium,Leguminosae,Macroptilium,Accepted,Macroptilium atropurpureum,Macroptilium atropurpureum (DC.) Urb.,Macroptilium_atropurpureum,Macroptilium_atropurpureum,Angiosperms
Macroptilium lathyroides,Macroptilium,Fabaceae,,,yes,yes,Macroptilium lathyroides (L.) Urb.,Macroptilium lathyroides,(L.) Urb.,Fabaceae,Macroptilium,Leguminosae,Macroptilium,Accepted,Macroptilium lathyroides,Macroptilium lathyroides (L.) Urb.,Macroptilium_lathyroides,Macroptilium_lathyroides,Angiosperms
Maesopsis eminii,Maesopsis,Rhamnaceae,,,yes,yes,Maesopsis eminii Engl.,Maesopsis eminii,Engl.,Rhamnaceae,Maesopsis,Rhamnaceae,Maesopsis,Accepted,Maesopsis eminii,Maesopsis eminii Engl.,Maesopsis_eminii,Maesopsis_eminii,Angiosperms
Malachra capitata,Malachra,Malvaceae,,,yes,yes,Malachra capitata (L.) L.,Malachra capitata,(L.) L.,Malvaceae,Malachra,Malvaceae,Malachra,Accepted,Malachra capitata,Malachra capitata (L.) L.,Malachra_capitata,Malachra_capitata,Angiosperms
Martynia annua,Martynia,Martyniaceae,,,yes,yes,Martynia annua L.,Martynia annua,L.,Martyniaceae,Martynia,Martyniaceae,Martynia,Accepted,Martynia annua,Martynia annua L.,Martynia_annua,Martynia_annua,Angiosperms
Melaleuca quinquenervia,Melaleuca,Myrtaceae,,,yes,yes,Melaleuca quinquenervia (Cav.) S.T.Blake,Melaleuca quinquenervia,(Cav.) S.T.Blake,Myrtaceae,Melaleuca,Myrtaceae,Melaleuca,Accepted,Melaleuca quinquenervia,Melaleuca quinquenervia (Cav.) S.T.Blake,Melaleuca_quinquenervia,Melaleuca_quinquenervia,Angiosperms
Melilotus albus,Melilotus,Fabaceae,,,yes,yes,Melilotus albus Medik.,Melilotus albus,Medik.,Fabaceae,Melilotus,Leguminosae,Melilotus,Accepted,Melilotus albus,Melilotus albus Medik.,Melilotus_albus,Melilotus_albus,Angiosperms
Melochia corchorifolia,Melochia,Malvaceae,,,yes,yes,Melochia corchorifolia L.,Melochia corchorifolia,L.,Malvaceae,Melochia,Malvaceae,Melochia,Accepted,Melochia corchorifolia,Melochia corchorifolia L.,Melochia_corchorifolia,Melochia_corchorifolia,Angiosperms
Mimosa diplotricha,Mimosa,Fabaceae,,,yes,yes,Mimosa diplotricha C.Wright,Mimosa diplotricha,C.Wright,Fabaceae,Mimosa,Leguminosae,Mimosa,Unresolved,Mimosa diplotricha,Mimosa diplotricha C. Wright,Mimosa_diplotricha,Mimosa_diplotricha,Angiosperms
Muntingia calabura,Muntingia,Muntingiaceae,,,yes,yes,Muntingia calabura L.,Muntingia calabura,L.,Muntingiaceae,Muntingia,Muntingiaceae,Muntingia,Accepted,Muntingia calabura,Muntingia calabura L.,Muntingia_calabura,Muntingia_calabura,Angiosperms
Nicotiana plumbaginifolia,Nicotiana,Solanaceae,,,yes,yes,Nicotiana plumbaginifolia Viv.,Nicotiana plumbaginifolia,Viv.,Solanaceae,Nicotiana,Solanaceae,Nicotiana,Accepted,Nicotiana plumbaginifolia,Nicotiana plumbaginifolia Viv.,Nicotiana_plumbaginifolia,Nicotiana_plumbaginifolia,Angiosperms
Opuntia elatior,Opuntia,Cactaceae,,,yes,yes,Opuntia elatior Mill.,Opuntia elatior,Mill.,Cactaceae,Opuntia,Cactaceae,Opuntia,Accepted,Opuntia elatior,Opuntia elatior Mill.,Opuntia_elatior,Opuntia_elatior,Angiosperms
Opuntia stricta,Opuntia,Cactaceae,,,yes,yes,Opuntia stricta (Haw.) Haw.,Opuntia stricta,(Haw.) Haw.,Cactaceae,Opuntia,Cactaceae,Opuntia,Accepted,Opuntia stricta,Opuntia stricta (Haw.) Haw.,Opuntia_stricta,Opuntia_stricta,Angiosperms
Oxalis spiralis,Oxalis,Oxalidaceae,,,yes,yes,Oxalis spiralis G.Don,Oxalis spiralis,G.Don,Oxalidaceae,Oxalis,Oxalidaceae,Oxalis,Accepted,Oxalis spiralis,Oxalis spiralis Ruiz & Pav. ex G.Don,Oxalis_spiralis,Oxalis_spiralis,Angiosperms
Oxygonum sinuatum,Oxygonum,Polygonaceae,,,yes,yes,Oxygonum sinuatum (Hochst. & Steud. ex Meisn.) Damm.,Oxygonum sinuatum,(Hochst. & Steud. ex Meisn.) Damm.,Polygonaceae,Oxygonum,Polygonaceae,Oxygonum,Accepted,Oxygonum sinuatum,Oxygonum sinuatum (Hochst. & Steud ex Meisn.) Dammer,Oxygonum_sinuatum,Oxygonum_sinuatum,Angiosperms
